,polarity_oplexicon,polarity_sentilex,subject,journal,sent_none,sent_neg,sent_pos,sent_neut,opl_none,opl_neg,opl_pos,opl_neut,fileid
608,6,-6,prisao-lula,g1,259,9,3,1,209,16,22,25,g1.globo.com___politica_noticia_marco-aurelio-diz-que-cogita-levar-ao-plenario-decisao-sobre-liminar-para-impedir-prisao-apos-2-instancia.ghtml.txt
609,31,28,reforma-trabalhista,g1,874,9,37,5,709,34,65,117,g1.globo.com___politica_noticia_nova-legislacao-trabalhista-governo-edita-mp-para-fazer-ajustes-na-lei-em-vigor.ghtml.txt
610,3,-5,reforma-trabalhista,g1,221,8,3,6,177,12,15,34,g1.globo.com___politica_noticia_para-maia-reforma-trabalhista-e-timida-e-justica-do-trabalho-nao-deveria-existir.ghtml.txt
611,2,-5,reforma-trabalhista,g1,147,9,4,3,109,12,14,28,g1.globo.com___politica_noticia_pdt-expulsa-deputado-que-votou-a-favor-da-reforma-trabalhista.ghtml.txt
612,-4,4,afastamento-aecio,g1,280,3,7,2,233,19,15,25,g1.globo.com___politica_noticia_pf-apreende-documento-com-inscricao-cx-2-no-apartamento-de-aecio.ghtml.txt
613,1,1,afastamento-aecio,g1,280,5,6,1,228,17,18,29,g1.globo.com___politica_noticia_presidente-do-conselho-de-etica-do-senado-arquiva-representacao-que-pedia-cassacao-de-aecio.ghtml.txt
614,13,6,reforma-trabalhista,g1,409,3,9,2,336,14,27,46,g1.globo.com___politica_noticia_presidente-do-tst-avalia-como-razoavel-intervalo-de-30-minutos-para-almoco.ghtml.txt
615,2,-1,reforma-trabalhista,g1,130,1,0,0,117,1,3,10,g1.globo.com___politica_noticia_saiba-como-cada-senador-votou-sobre-a-reforma-trabalhista.ghtml.txt
616,-1,0,reforma-trabalhista,g1,382,0,0,0,362,6,5,9,g1.globo.com___politica_noticia_saiba-como-votou-cada-deputado-no-texto-base-da-reforma-trabalhista.ghtml.txt
617,0,-4,prisao-lula,g1,237,10,6,2,202,11,11,31,g1.globo.com___politica_noticia_saiba-o-que-pode-acontecer-com-lula-apos-julgamento-de-habeas-corpus-no-stf.ghtml.txt
618,-1,7,afastamento-aecio,g1,247,2,9,3,211,15,14,21,g1.globo.com___politica_noticia_senado-derruba-afastamento-de-aecio.ghtml.txt
619,1,1,afastamento-aecio,g1,1104,32,33,11,903,79,80,118,g1.globo.com___politica_noticia_stf-decide-que-pode-impor-medidas-cautelares-mas-que-aplicacao-sera-submetida-ao-congresso.ghtml.txt
620,1,-48,prisao-lula,g1,1481,84,36,12,1245,102,103,163,g1.globo.com___politica_noticia_stf-julgamento-habeas-corpus-lula-4-de-abril.ghtml.txt
621,7,-6,prisao-lula,g1,254,13,7,2,216,12,19,29,g1.globo.com___politica_noticia_stf-julgara-pedido-para-evitar-prisao-de-lula-nesta-quinta-anuncia-carmen-lucia.ghtml.txt
622,6,8,afastamento-aecio,g1,267,2,10,1,215,10,16,39,g1.globo.com___politica_noticia_stf-levanta-sigilo-e-conversa-de-jornalista-com-irma-de-aecio-e-divulgada.ghtml.txt
623,5,-7,prisao-lula,g1,315,18,11,2,261,22,27,36,g1.globo.com___politica_noticia_superior-tribunal-de-justica-decide-nesta-terca-se-livra-lula-de-ser-preso.ghtml.txt
624,74,32,reforma-trabalhista,g1,1667,15,47,11,1353,57,131,199,g1.globo.com___politica_noticia_veja-principais-pontos-das-reformas-trabalhista-e-da-previdencia.ghtml.txt
625,-6,0,afastamento-aecio,g1,328,6,6,0,281,20,14,25,g1.globo.com___politica_noticia_video-mostra-executivo-da-jf-entregando-dinheiro-a-primo-de-aecio.ghtml.txt
626,-17,-4,afastamento-aecio,g1,549,20,16,4,442,46,29,72,g1.globo.com___politica_operacao-lava-jato_noticia_aecio-diz-que-e-vitima-de-armacao-e-que-nao-ganhou-dinheiro-com-politica.ghtml.txt
627,12,-2,prisao-lula,g1,195,9,7,0,167,6,18,20,g1.globo.com___politica_operacao-lava-jato_noticia_comprador-do-triplex-que-levou-lula-a-prisao-diz-que-fez-investimento-por-simbologia-e-posicao-privilegiada.ghtml.txt
628,15,8,afastamento-aecio,g1,393,5,13,1,339,14,29,30,g1.globo.com___politica_operacao-lava-jato_noticia_em-transcricao-de-audio-da-pf-aecio-pede-ajuda-a-gilmar-mendes-sobre-lei-de-abuso-de-autoridade.ghtml.txt
629,-13,-13,afastamento-aecio,g1,360,16,3,3,288,40,27,27,g1.globo.com___politica_operacao-lava-jato_noticia_primeira-turma-do-stf-julga-nesta-terca-pedido-de-prisao-de-aecio-neves.ghtml.txt
630,0,10,impeachment-dilma,g1,343,3,13,3,254,28,28,52,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2015_12_congresso-entra-em-recesso-e-deixa-analise-de-impeachment-para-fevereiro.html.txt
631,1,0,impeachment-dilma,g1,212,5,5,0,168,11,12,31,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2015_12_dilma-buscara-apoio-de-bases-sociais-e-governadores-contra-impeachment.html.txt
632,10,8,impeachment-dilma,g1,326,3,11,4,235,27,37,45,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2015_12_supremo-muda-rito-do-impeachment-entenda-o-que-acontece-agora.html.txt
633,26,3,impeachment-dilma,g1,775,6,9,3,639,35,61,58,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_03_camara-elege-membros-de-comissao-que-analisara-impeachment-de-dilma.html.txt
634,-2,5,impeachment-dilma,g1,277,5,10,3,232,15,13,35,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_03_oab-decide-apoiar-processo-de-impeachment-de-dilma-no-congresso.html.txt
635,12,2,impeachment-dilma,g1,368,7,9,5,302,17,29,41,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_03_oab-protocola-na-camara-novo-pedido-de-impeachment-de-dilma.html.txt
636,8,7,impeachment-dilma,g1,130,0,7,0,101,8,16,12,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_03_stf-divulga-acordao-da-decisao-sobre-rito-de-impeachment.html.txt
637,0,-2,impeachment-dilma,g1,238,6,4,3,192,15,15,29,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_60-dos-deputados-sao-favoraveis-ao-impeachment-diz-pesquisa-datafolha.html.txt
638,6,5,impeachment-dilma,g1,234,1,6,2,179,12,18,34,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_ate-senado-decidir-impeachment-congresso-tem-paralisia-diz-cunha.html.txt
639,-1,-4,impeachment-dilma,g1,865,19,15,5,681,51,50,122,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_camara-aprova-prosseguimento-do-processo-de-impeachment-no-senado.html.txt
640,1,4,impeachment-dilma,g1,342,7,11,4,267,20,21,56,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_comissao-da-camara-aprova-processo-de-impeachment-de-dilma.html.txt
641,7,-1,impeachment-dilma,g1,382,6,5,4,319,15,22,41,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_comissao-do-senado-ouve-autores-do-pedido-de-impeachment-de-dilma.html.txt
642,7,2,impeachment-dilma,g1,210,7,9,0,177,7,14,28,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_dilma-divulga-nas-redes-sociais-pronunciamento-sobre-impeachment.html.txt
643,24,-1,impeachment-dilma,g1,418,15,14,1,322,14,38,74,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_e-preciso-um-governo-de-salvacao-nacional-afirma-vice-michel-temer.html.txt
644,19,-6,impeachment-dilma,g1,927,36,30,7,734,53,72,141,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_em-discurso-nos-eua-dilma-deve-dizer-que-e-vitima-de-golpe-no-brasil.html.txt
645,24,1,impeachment-dilma,g1,375,12,13,3,297,19,43,44,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_ministro-do-stf-manda-cunha-iniciar-analise-do-impeachment-de-temer.html.txt
646,22,22,impeachment-dilma,g1,964,14,36,4,737,48,70,163,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_relator-jovair-arantes-da-parecer-favoravel-ao-impeachment-de-dilma.html.txt
647,-12,3,impeachment-dilma,g1,224,1,4,0,174,19,7,29,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_rosso-decide-que-agu-pode-fazer-defesa-de-dilma-no-impeachment.html.txt
648,5,8,impeachment-dilma,g1,430,5,13,5,331,26,31,65,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_senado-vai-ler-votacao-do-processo-de-impeachment-de-dilma-nesta-terca.html.txt
649,7,12,impeachment-dilma,g1,583,5,17,3,473,30,37,68,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_senadores-de-pmdb-e-psdb-irao-comandar-comissao-do-impeachment.html.txt
650,-5,-1,impeachment-dilma,g1,1272,4,3,1,1239,13,8,20,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_veja-ordem-de-votacao-dos-deputados-no-processo-de-impeachment.html.txt
651,16,6,impeachment-dilma,g1,889,18,24,5,710,37,53,136,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_veja-os-argumentos-pro-e-contra-o-impeachment-de-dilma.html.txt
652,2,0,impeachment-dilma,g1,142,2,2,0,116,4,6,20,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_04_vice-temer-acompanha-com-aliados-votacao-da-sessao-do-impeachment.html.txt
653,-5,7,impeachment-dilma,g1,413,6,13,1,343,27,22,41,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_05_governo-decide-ir-ao-supremo-para-tentar-anular-impeachment.html.txt
654,7,2,impeachment-dilma,g1,537,8,10,7,432,29,36,65,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_05_presidente-em-exercicio-da-camara-anula-votacao-do-impeachment.html.txt
655,3,-1,impeachment-dilma,g1,1000,24,23,7,776,65,68,145,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_05_processo-de-impeachment-e-aberto-e-dilma-e-afastada-por-ate-180-dias.html.txt
656,5,11,impeachment-dilma,g1,489,4,15,4,391,21,26,74,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_05_senado-prepara-projeto-de-resolucao-sobre-direitos-de-dilma.html.txt
657,6,2,impeachment-dilma,g1,907,30,32,8,751,54,60,112,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_acusacao-faz-alegacoes-finais-no-julgamento-do-impeachment.html.txt
658,-14,5,impeachment-dilma,g1,392,4,9,5,294,32,18,66,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_apos-4-horas-anastasia-conclui-leitura-de-relatorio-do-impeachment.html.txt
659,-7,9,impeachment-dilma,g1,653,7,16,0,554,33,26,63,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_processo-de-impeachment-de-dilma-chega-etapa-final-apos-9-meses.html.txt
660,-1,-2,impeachment-dilma,g1,335,4,2,1,273,16,15,38,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_procurador-sera-ouvido-como-informante-no-julgamento-de-dilma.html.txt
661,3,3,impeachment-dilma,g1,232,3,6,1,179,12,15,36,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_renan-calheiros-vota-pelo-impeachment-de-dilma-rousseff.html.txt
662,0,-12,impeachment-dilma,g1,479,21,9,4,398,30,30,55,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_renan-diz-se-arrepender-da-reacao-que-teve-em-bate-boca-com-gleisi.html.txt
663,-10,9,impeachment-dilma,g1,484,1,10,1,406,28,18,44,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_saiba-como-sera-o-roteiro-do-julgamento-de-dilma-no-senado.html.txt
664,12,7,impeachment-dilma,g1,624,9,16,3,524,26,38,64,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_senado-aprova-impeachment-dilma-perde-mandato-e-temer-assume.html.txt
665,-11,3,impeachment-dilma,g1,413,6,9,6,334,28,17,55,g1.globo.com___politica_processo-de-impeachment-de-dilma_noticia_2016_08_senado-ouve-professor-da-uerj-como-informante-da-defesa.html.txt
666,22,6,reforma-previdencia,g1,479,3,9,3,386,13,35,60,g1.globo.com___politica_reforma-da-previdencia_noticia_2019_08_27_relator-entrega-parecer-favoravel-a-aprovacao-da-reforma-da-previdencia-a-presidente-do-senado.ghtml.txt
667,12,-3,reforma-trabalhista,g1,242,5,2,2,191,10,22,28,g1.globo.com___pop-arte_flip_2017_noticia_historiador-defende-cota-racial-e-critica-escravidao-contemporanea-e-reforma-trabalhista.ghtml.txt
668,-4,1,reforma-trabalhista,g1,250,9,10,0,214,16,12,27,g1.globo.com___pr_norte-noroeste_noticia_ministro-da-justica-critica-manifestacoes-e-diz-que-governo-vai-continuar-com-reformas.ghtml.txt
669,-7,-8,soltura-lula,g1,164,12,4,1,141,15,8,17,g1.globo.com___pr_parana_noticia_2019_11_07_lava-jato-diz-que-decisao-do-stf-impactara-resultados-da-forca-tarefa-advogado-afirma-que-pedira-soltura-de-lula.ghtml.txt
670,-2,-10,prisao-lula,g1,189,12,2,2,172,9,7,17,g1.globo.com___pr_parana_noticia_comissao-de-direitos-humanos-do-senado-visita-lula-na-pf-para-verificar-condicoes-da-prisao.ghtml.txt
671,5,-2,prisao-lula,g1,138,9,7,0,121,9,14,10,g1.globo.com___pr_parana_noticia_danny-glover-e-dilma-visitam-lula-na-cela-da-pf-em-curitiba.ghtml.txt
672,-2,0,prisao-lula,g1,136,4,4,1,121,7,5,12,g1.globo.com___pr_parana_noticia_familiares-de-lula-visitam-ex-presidente-na-superintendencia-da-pf-em-curitiba.ghtml.txt
673,-9,-5,afastamento-aecio,g1,332,10,5,0,280,29,20,18,g1.globo.com___pr_parana_noticia_grampo-telefonico-mostra-que-secretario-de-richa-causou-mal-estar-entre-o-governador-e-aecio-neves.ghtml.txt
674,-1,2,prisao-lula,g1,148,2,4,2,122,11,10,13,g1.globo.com___pr_parana_noticia_juiza-autoriza-esteira-ergometrica-e-aparelho-estilo-ipod-a-lula-na-prisao.ghtml.txt
675,0,1,prisao-lula,g1,89,2,3,0,79,5,5,5,g1.globo.com___pr_parana_noticia_pepe-mujica-ex-presidente-do-uruguai-faz-visita-a-lula-na-prisao-em-curitiba.ghtml.txt
676,-1,-7,prisao-lula,g1,175,12,5,1,160,9,8,16,g1.globo.com___pr_parana_noticia_pessoas-com-agendamento-na-pf-em-curitiba-estao-entrando-em-grupos-a-cada-dez-minutos.ghtml.txt
677,2,1,prisao-lula,g1,201,11,12,2,167,12,14,33,g1.globo.com___pr_parana_noticia_sala-especial-em-que-lula-ficara-preso-e-um-direito-previsto-em-lei.ghtml.txt
678,-7,3,prisao-lula,g1,287,8,11,2,233,21,14,40,g1.globo.com___pr_parana_noticia_vaticano-diz-que-terco-que-teria-sido-dado-a-lula-nao-e-presente-do-papa.ghtml.txt
679,3,-2,reforma-trabalhista,g1,131,6,4,1,106,8,11,17,g1.globo.com___rio-de-janeiro_noticia_video-mostra-homem-sendo-agredido-e-expulso-de-protesto-no-rio.ghtml.txt
680,0,0,soltura-lula,g1,21,1,1,0,23,0,0,0,g1.globo.com___rn_rio-grande-do-norte_noticia_2019_11_08_militantes-comemoram-liberdade-de-lula-no-centro-de-natal.ghtml.txt
681,3,-5,reforma-trabalhista,g1,218,5,0,0,188,7,10,18,g1.globo.com___rn_rio-grande-do-norte_noticia_populacao-protesta-contra-reformas-trabalhista-e-da-previdencia-em-natal.ghtml.txt
682,-5,-5,soltura-lula,g1,505,13,8,0,438,25,20,43,g1.globo.com___rs_rio-grande-do-sul_noticia_2019_10_23_mpf-requer-que-sentenca-de-lula-no-processo-do-sitio-de-atibaia-seja-anulada.ghtml.txt
683,2,-5,soltura-lula,g1,159,7,2,0,140,9,11,8,g1.globo.com___rs_rio-grande-do-sul_noticia_2019_11_08_manifestantes-celebram-saida-de-lula-da-prisao-no-centro-de-porto-alegre.ghtml.txt
684,3,-3,prisao-lula,g1,340,11,8,0,289,24,27,19,g1.globo.com___rs_rio-grande-do-sul_noticia_com-lula-preso-defesa-entra-com-ultimo-recurso-no-trf-4-sobre-embargos-negados-no-caso-do-triplex.ghtml.txt
685,1,-2,prisao-lula,g1,706,24,22,4,611,39,40,66,g1.globo.com___rs_rio-grande-do-sul_noticia_presidente-do-trf-4-determina-que-a-decisao-da-soltura-de-lula-volte-para-o-relator-do-processo.ghtml.txt
686,18,-5,reforma-trabalhista,g1,287,10,5,1,238,8,26,31,g1.globo.com___rs_rio-grande-do-sul_noticia_reforma-trabalhista-deve-ser-sancionada-na-quinta-feira-diz-ministro-do-trabalho.ghtml.txt
687,-1,-2,prisao-lula,g1,258,9,7,1,226,17,16,16,g1.globo.com___rs_rio-grande-do-sul_noticia_trf-4-encaminha-oficio-autorizando-prisao-de-lula-a-vara-federal-de-curitiba.ghtml.txt
688,-15,-15,prisao-lula,g1,433,19,4,0,376,36,21,23,g1.globo.com___rs_rio-grande-do-sul_noticia_trf-4-julga-recurso-de-lula-no-caso-triplex-nesta-segunda-feira.ghtml.txt
689,8,6,prisao-lula,g1,629,12,18,3,520,45,53,44,g1.globo.com___rs_rio-grande-do-sul_noticia_trf-4-julga-ultimo-recurso-de-lula-no-caso-do-triplex-do-guaruja.ghtml.txt
690,4,-5,reforma-trabalhista,g1,131,5,0,1,116,2,6,13,g1.globo.com___sao-paulo_noticia_manifestantes-protestam-em-sp-contra-reforma-trabalhista.ghtml.txt
691,-8,-1,reforma-trabalhista,g1,192,1,0,0,171,10,2,10,g1.globo.com___sao-paulo_noticia_sp-tem-paralisacao-de-metro-e-onibus-nesta-quarta-feira.ghtml.txt
692,-6,8,prisao-lula,g1,550,13,21,2,457,33,27,69,g1.globo.com___sp_campinas-regiao_noticia_juiz-federal-de-campinas-suspende-beneficios-do-ex-presidente-lula.ghtml.txt
693,3,-11,prisao-lula,g1,227,14,3,1,207,10,13,15,g1.globo.com___sp_santos-regiao_noticia_manifestantes-ocupam-triplex-atribuido-a-lula-no-guaruja-sp.ghtml.txt
694,8,-5,soltura-lula,g1,424,19,14,2,372,21,29,37,g1.globo.com___sp_sao-paulo_noticia_2019_11_09_lula-chega-a-sao-paulo-apos-ser-solto.ghtml.txt
695,10,11,prisao-lula,g1,369,5,16,2,304,19,29,40,g1.globo.com___sp_sao-paulo_noticia_defesa-de-lula-diz-que-protocolou-recurso-junto-a-comite-da-onu-para-impedir-prisao.ghtml.txt
696,-9,-8,prisao-lula,g1,206,15,7,0,169,23,14,22,g1.globo.com___sp_sao-paulo_noticia_justica-decreta-prisao-de-ex-vereador-e-filho-dele-por-agressao-em-frente-ao-instituto-lula.ghtml.txt
697,-3,-6,prisao-lula,g1,359,13,7,0,307,20,17,35,g1.globo.com___sp_sao-paulo_noticia_manda-esse-lixo-janela-abaixo-audio-durante-voo-de-lula-para-curitiba-entra-na-frequencia-do-aeroporto-de-congonhas.ghtml.txt
698,-2,-3,prisao-lula,g1,170,11,8,0,142,16,14,17,g1.globo.com___sp_sao-paulo_noticia_policia-indicia-ex-vereador-de-diadema-por-agressao-a-empresario-em-frente-ao-instituto-lula.ghtml.txt
699,-1,-7,prisao-lula,g1,222,10,3,0,194,16,15,10,g1.globo.com___sp_sao-paulo_noticia_sp-tem-atos-pro-e-contra-lula-um-dia-antes-de-julgamento-de-habeas-corpus.ghtml.txt
700,4,-5,reforma-trabalhista,g1,472,15,10,0,414,17,21,45,g1.globo.com___to_tocantins_noticia_sindicatos-e-movimentos-sociais-do-to-protestam-contra-reformas.ghtml.txt
701,-4,-1,soltura-lula,estadao,296,10,9,2,255,15,11,36,"internacional.estadao.com.br___noticias_geral,alberto-fernandez-nicolas-maduro-e-bernie-sanders-celebram-libertacao-de-lula,70003082122.txt"
702,16,1,impeachment-dilma,istoe,877,25,26,8,696,55,71,114,istoe.com.br___451082_O+ENSAIO+DO+ADEUS_.txt
703,13,-1,impeachment-dilma,istoe,363,12,11,2,299,15,28,46,istoe.com.br___451654_O+TIME+DE+TEMER_.txt
704,0,-2,impeachment-dilma,istoe,784,32,30,11,622,51,51,133,istoe.com.br___451688_A+PRESIDENTE+MENTE+QUANDO+DIZ+QUE+NAO+HA+CRIME+_.txt
705,6,-7,soltura-lula,istoe,460,21,14,5,385,24,30,61,istoe.com.br___a-hora-do-veredito-final_.txt
706,-1,-5,prisao-lula,istoe,120,5,0,0,108,3,2,12,istoe.com.br___advogados-negociam-para-que-lula-seja-preso-neste-sabado_.txt
707,11,-2,afastamento-aecio,istoe,195,5,3,4,157,7,18,25,istoe.com.br___aecio-diz-que-psdb-permanece-no-governo-mesmo-que-perca-ministerios_.txt
708,3,0,afastamento-aecio,istoe,219,2,2,0,182,8,11,22,istoe.com.br___aecio-neves-retorna-ao-senado-e-discursa-reafirmando-que-e-inocente_.txt
709,2,-1,afastamento-aecio,istoe,173,3,2,0,134,12,14,18,istoe.com.br___aecio-tenta-adiar-decisao-sobre-presidencia-do-psdb-ate-votacao-de-denuncia_.txt
710,-8,-4,afastamento-aecio,istoe,183,10,6,1,151,21,13,15,istoe.com.br___afastamento-de-aecio-sera-julgado-pelo-stf-na-semana-que-vem_.txt
711,0,0,reforma-trabalhista,istoe,0,0,0,0,0,0,0,0,istoe.com.br___afilhados-de-deputados-contrarios-a-reforma-trabalhista-comecam-a-ser-exonerados_.txt
712,-1,1,impeachment-dilma,istoe,248,3,4,0,185,18,17,35,istoe.com.br___aliados-de-dilma-definem-estrategia-para-a-sessao-final-do-impeachment_.txt
713,2,1,soltura-lula,istoe,308,12,13,2,258,19,21,37,istoe.com.br___apos-julgamento-do-stf-parlamentares-pressionam-por-pec-mas-alcolumbre-resiste_.txt
714,9,-5,prisao-lula,istoe,236,11,6,1,195,15,24,20,istoe.com.br___apos-visita-senadores-falam-em-preocupacao-com-isolamento-de-lula_.txt
715,-5,0,soltura-lula,istoe,289,8,8,1,235,23,18,30,istoe.com.br___as-manobras-para-libertar-lula_.txt
716,16,2,reforma-previdencia,istoe,210,1,3,2,157,4,20,35,istoe.com.br___bolsonaro-define-idade-minima-para-dificil-reforma-da-previdencia_.txt
717,1,1,reforma-previdencia,istoe,153,0,1,1,113,6,7,29,istoe.com.br___bolsonaro-discute-reforma-da-previdencia-com-major-vitor-hugo_.txt
718,1,2,reforma-previdencia,istoe,184,2,4,2,152,7,8,25,istoe.com.br___bolsonaro-vai-a-camara-entregar-reforma-da-previdencia-dos-militares_.txt
719,2,2,impeachment-dilma,istoe,320,2,4,4,254,17,19,40,istoe.com.br___calendario-preve-discussao-e-votacao-do-impeachment-no-plenario-em-1o_.txt
720,-2,2,reforma-previdencia,istoe,132,0,2,1,110,6,4,15,istoe.com.br___camara-aprova-texto-base-da-reforma-da-previdencia-em-2o-turno_.txt
721,4,1,reforma-trabalhista,istoe,203,3,4,1,168,3,7,33,istoe.com.br___camara-retoma-discussoes-sobre-reformas-trabalhista-e-da-previdencia_.txt
722,4,2,reforma-previdencia,istoe,191,2,4,1,149,12,16,21,istoe.com.br___ccj-da-camara-deve-votar-hoje-relatorio-da-reforma-da-previdencia_.txt
723,0,-3,soltura-lula,istoe,93,7,4,0,79,6,6,13,istoe.com.br___ciro-gomes-chama-lula-de-enganador-profissional-em-entrevista_.txt
724,4,-7,impeachment-dilma,istoe,351,10,3,4,281,16,20,51,istoe.com.br___clima-fantasmagorico-e-lugubre-invade-gabinete-de-dilma_.txt
725,4,7,reforma-trabalhista,istoe,234,1,8,0,193,8,12,30,istoe.com.br___com-comissoes-funcionando-camara-debate-reformas-trabalhista-e-da-previdencia_.txt
726,1,-12,prisao-lula,istoe,346,17,5,2,272,22,23,53,istoe.com.br___com-lula-preso-o-acontece-agora-no-brasil_.txt
